                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1892,                 1.0815,                 1.2757,                0.90798,                0.80371,                0.87267,                0.52964,                 1.2616,                 1.2919,                  1.341,             0.00023795,             0.00023795,             0.00023795
